Epsilon , 	 Path L ,	 Time[s]
0.05 ,	256 ,	0.563
0.05 ,	310 ,	1.292
0.05 ,	300 ,	1.345
0.05 ,	253 ,	1.281
0.05 ,	276 ,	0.756
0.05 ,	267 ,	1.58
0.05 ,	317 ,	1.654
0.05 ,	392 ,	1.505
0.05 ,	329 ,	1.854
0.05 ,	299 ,	2.497
0.05 ,	341 ,	2.166
0.05 ,	263 ,	0.877
0.05 ,	250 ,	0.794
0.05 ,	302 ,	1.742
0.05 ,	308 ,	1.667
0.05 ,	265 ,	1.062
0.05 ,	332 ,	1.836
0.05 ,	361 ,	2.353
0.05 ,	306 ,	1.613
0.05 ,	312 ,	1.544
0.05 ,	299 ,	1.292
0.05 ,	284 ,	1.427
0.05 ,	300 ,	1.506
0.05 ,	376 ,	1.755
0.05 ,	268 ,	0.906
0.05 ,	326 ,	2.121
0.05 ,	311 ,	1.496
0.05 ,	270 ,	1.175
0.05 ,	260 ,	1.322
0.05 ,	351 ,	2.145
0.05 ,	298 ,	1.989
0.05 ,	417 ,	1.806
0.05 ,	302 ,	2.258
0.05 ,	331 ,	2.539
0.05 ,	324 ,	1.509
0.05 ,	313 ,	1.363
0.05 ,	264 ,	1.324
0.05 ,	312 ,	1.419
0.05 ,	370 ,	2.202
0.05 ,	236 ,	0.32
0.05 ,	272 ,	1.118
0.05 ,	280 ,	1.101
0.05 ,	270 ,	1.032
0.05 ,	276 ,	1.292
0.05 ,	216 ,	0.377
0.05 ,	298 ,	1.106
0.05 ,	341 ,	1.214
0.05 ,	343 ,	2.071
0.05 ,	312 ,	1.848
0.05 ,	342 ,	1.825
0.05 ,	356 ,	1.624
0.05 ,	343 ,	1.287
0.05 ,	256 ,	1.168
0.05 ,	338 ,	2.506
0.05 ,	271 ,	1.104
0.05 ,	323 ,	1.651
0.05 ,	346 ,	2.095
0.05 ,	289 ,	1.972
0.05 ,	286 ,	1.618
0.05 ,	309 ,	1.259
0.05 ,	261 ,	0.646
0.05 ,	288 ,	0.75
0.05 ,	318 ,	1.491
0.05 ,	296 ,	1.447
0.05 ,	362 ,	2.129
0.05 ,	355 ,	1.672
0.05 ,	338 ,	1.986
0.05 ,	279 ,	1.187
0.05 ,	363 ,	1.112
0.05 ,	335 ,	1.289
0.05 ,	280 ,	1.354
0.05 ,	266 ,	1.375
0.05 ,	352 ,	1.623
0.05 ,	354 ,	1.53
0.05 ,	416 ,	2.462
0.05 ,	282 ,	1.432
0.05 ,	272 ,	1.425
0.05 ,	304 ,	1.764
0.05 ,	304 ,	1.737
0.05 ,	282 ,	1.277
0.05 ,	313 ,	1.118
0.05 ,	261 ,	0.777
0.05 ,	303 ,	1.718
0.05 ,	370 ,	1.684
0.05 ,	319 ,	1.328
0.05 ,	328 ,	1.754
0.05 ,	294 ,	0.816
0.05 ,	332 ,	1.545
0.05 ,	312 ,	1.079
0.05 ,	291 ,	1.094
0.05 ,	314 ,	1.766
0.05 ,	355 ,	2.498
0.05 ,	402 ,	2.271
0.05 ,	247 ,	0.861
0.05 ,	380 ,	1.89
0.05 ,	353 ,	1.709
0.05 ,	374 ,	2.723
0.05 ,	315 ,	0.803
0.05 ,	297 ,	1.131
0.05 ,	356 ,	2.399
0.05 ,	257 ,	1.108
0.05 ,	275 ,	1.031
0.05 ,	307 ,	1.507
0.05 ,	300 ,	2.168
0.05 ,	245 ,	0.517
0.05 ,	355 ,	2.385
0.05 ,	280 ,	1.282
0.05 ,	281 ,	1.327
0.05 ,	286 ,	0.872
0.05 ,	341 ,	1.232
0.05 ,	359 ,	1.711
0.05 ,	267 ,	1.145
0.05 ,	344 ,	3.064
0.05 ,	301 ,	1.714
0.05 ,	293 ,	2.09
0.05 ,	313 ,	1.485
0.05 ,	310 ,	1.93
0.05 ,	370 ,	2.078
0.05 ,	268 ,	1.739
0.05 ,	351 ,	1.518
0.05 ,	279 ,	1.646
0.05 ,	357 ,	2.048
0.05 ,	318 ,	1.241
0.05 ,	344 ,	4.07
0.05 ,	258 ,	0.79
0.05 ,	300 ,	1.84
0.05 ,	266 ,	1.33
0.05 ,	264 ,	0.949
0.05 ,	295 ,	1.204
0.05 ,	318 ,	2.099
0.05 ,	313 ,	1.795
0.05 ,	248 ,	0.673
0.05 ,	299 ,	1.65
0.05 ,	309 ,	1.863
0.05 ,	283 ,	1.362
0.05 ,	308 ,	1.074
0.05 ,	329 ,	1.379
0.05 ,	287 ,	1.599
0.05 ,	277 ,	1.11
0.05 ,	275 ,	0.925
0.05 ,	266 ,	1.743
0.05 ,	287 ,	2.522
0.05 ,	349 ,	1.52
0.05 ,	321 ,	1.741
0.05 ,	345 ,	1.547
0.05 ,	329 ,	1.932
0.05 ,	324 ,	2.228
0.05 ,	302 ,	1.879
0.05 ,	310 ,	1.575
0.05 ,	299 ,	1.289
0.05 ,	291 ,	1.507
0.05 ,	278 ,	0.94
0.05 ,	300 ,	1.614
0.05 ,	319 ,	2.112
0.05 ,	327 ,	1.943
0.05 ,	338 ,	2.161
0.05 ,	263 ,	0.912
0.05 ,	341 ,	3.249
0.05 ,	307 ,	1.745
0.05 ,	365 ,	2.287
0.05 ,	343 ,	2.456
0.05 ,	247 ,	0.676
0.05 ,	226 ,	0.471
0.05 ,	267 ,	1.083
0.05 ,	325 ,	2.229
0.05 ,	367 ,	1.938
0.05 ,	302 ,	1.871
0.05 ,	256 ,	0.813
0.05 ,	295 ,	1.341
0.05 ,	331 ,	1.754
0.05 ,	293 ,	1.494
0.05 ,	324 ,	1.832
0.05 ,	345 ,	1.937
0.05 ,	271 ,	1.114
0.05 ,	471 ,	3.196
0.05 ,	259 ,	0.884
0.05 ,	277 ,	1.273
0.05 ,	366 ,	2.477
0.05 ,	344 ,	2.339
0.05 ,	338 ,	1.945
0.05 ,	355 ,	1.712
0.05 ,	256 ,	0.704
0.05 ,	319 ,	1.423
0.05 ,	321 ,	2.235
0.05 ,	241 ,	0.657
0.05 ,	316 ,	1.543
0.05 ,	340 ,	2.059
0.05 ,	248 ,	1.261
0.05 ,	246 ,	0.678
0.05 ,	318 ,	2.111
0.05 ,	313 ,	1.516
0.05 ,	260 ,	1.359
0.05 ,	319 ,	0.843
0.05 ,	283 ,	1.211
0.05 ,	306 ,	1.171
0.05 ,	290 ,	1.297
0.05 ,	321 ,	2.379
0.05 ,	290 ,	1.469
0.05 ,	294 ,	0.963
0.05 ,	289 ,	0.95
0.05 ,	287 ,	1.794
0.05 ,	287 ,	1.663
0.05 ,	256 ,	1.173
0.05 ,	339 ,	2.314
0.05 ,	393 ,	2.439
0.05 ,	324 ,	1.441
0.05 ,	241 ,	0.75
0.05 ,	288 ,	1.046
0.05 ,	321 ,	1.243
0.05 ,	344 ,	2.472
0.05 ,	375 ,	2.063
0.05 ,	316 ,	1.159
0.05 ,	303 ,	2.365
0.05 ,	350 ,	2.196
0.05 ,	301 ,	1.794
0.05 ,	241 ,	0.642
0.05 ,	388 ,	1.637
0.05 ,	380 ,	1.462
0.05 ,	287 ,	1.144
0.05 ,	384 ,	1.842
0.05 ,	328 ,	1.839
0.05 ,	324 ,	1.605
0.05 ,	288 ,	1.174
0.05 ,	292 ,	1.465
0.05 ,	260 ,	1.287
0.05 ,	268 ,	0.89
0.05 ,	285 ,	1.738
0.05 ,	302 ,	1.363
0.05 ,	357 ,	2.151
0.05 ,	359 ,	1.973
0.05 ,	305 ,	1.387
0.05 ,	254 ,	2.056
0.05 ,	247 ,	0.903
0.05 ,	338 ,	1.084
0.05 ,	326 ,	1.402
0.05 ,	295 ,	1.857
0.05 ,	256 ,	1.121
0.05 ,	315 ,	1.652
0.05 ,	302 ,	1.117
0.05 ,	287 ,	1.367
0.05 ,	300 ,	1.286
0.05 ,	364 ,	1.936
0.05 ,	358 ,	2.497
0.05 ,	324 ,	1.593
0.05 ,	260 ,	0.97
0.05 ,	341 ,	1.439
0.05 ,	343 ,	2.333
0.05 ,	341 ,	2.168
0.05 ,	327 ,	1.161
0.05 ,	286 ,	1.385
0.05 ,	348 ,	2.354
0.05 ,	358 ,	2.144
0.05 ,	290 ,	0.737
0.05 ,	293 ,	1.163
0.05 ,	267 ,	0.8
0.05 ,	368 ,	2.841
0.05 ,	303 ,	1.32
0.05 ,	296 ,	1.559
0.05 ,	327 ,	1.768
0.05 ,	335 ,	1.739
0.05 ,	315 ,	2.027
0.05 ,	256 ,	0.935
0.05 ,	305 ,	1.326
0.05 ,	269 ,	0.717
0.05 ,	310 ,	1.268
0.05 ,	261 ,	0.842
0.05 ,	376 ,	1.849
0.05 ,	303 ,	1.765
0.05 ,	310 ,	1.544
0.05 ,	295 ,	1.203
0.05 ,	342 ,	1.389
0.05 ,	345 ,	2.702
0.05 ,	320 ,	2.525
0.05 ,	275 ,	1.111
0.05 ,	317 ,	1.369
0.05 ,	249 ,	1.079
0.05 ,	262 ,	1.862
0.05 ,	326 ,	1.715
0.05 ,	371 ,	2.255
0.05 ,	247 ,	0.89
0.05 ,	343 ,	1.764
0.05 ,	319 ,	2.014
0.05 ,	267 ,	1.07
0.05 ,	280 ,	1.312
0.05 ,	297 ,	1.592
0.05 ,	327 ,	3.304
0.05 ,	241 ,	0.776
0.05 ,	254 ,	0.765
0.05 ,	271 ,	1.183
0.05 ,	323 ,	1.431
0.05 ,	365 ,	3.13
0.05 ,	352 ,	2.334
0.05 ,	279 ,	1.014
0.05 ,	271 ,	1.44
0.05 ,	381 ,	2.21
0.05 ,	299 ,	1.027
0.05 ,	352 ,	2.129
0.05 ,	274 ,	1.192
0.05 ,	391 ,	2.205
0.05 ,	328 ,	1.449
0.05 ,	322 ,	2.054
0.05 ,	268 ,	1.317
0.05 ,	348 ,	1.995
0.05 ,	304 ,	1.887
0.05 ,	269 ,	0.851
0.05 ,	332 ,	1.474
0.05 ,	243 ,	1.813
0.05 ,	304 ,	1.351
0.05 ,	388 ,	2.162
0.05 ,	339 ,	1.77
0.05 ,	328 ,	1.683
0.05 ,	241 ,	0.5
0.05 ,	250 ,	0.882
0.05 ,	312 ,	1.874
0.05 ,	339 ,	1.894
0.05 ,	270 ,	1.528
0.05 ,	281 ,	1.435
0.05 ,	253 ,	0.706
0.05 ,	348 ,	1.868
0.05 ,	316 ,	1.459
0.1 ,	125 ,	0.196
0.1 ,	158 ,	1.065
0.1 ,	138 ,	0.257
0.1 ,	151 ,	0.635
0.1 ,	128 ,	0.28
0.1 ,	155 ,	0.679
0.1 ,	178 ,	1.227
0.1 ,	162 ,	1.096
0.1 ,	173 ,	1.243
0.1 ,	140 ,	0.844
0.1 ,	148 ,	0.668
0.1 ,	154 ,	0.437
0.1 ,	138 ,	0.46
0.1 ,	144 ,	0.333
0.1 ,	176 ,	1.096
0.1 ,	142 ,	0.674
0.1 ,	163 ,	1.384
0.1 ,	126 ,	0.287
0.1 ,	121 ,	0.407
0.1 ,	149 ,	1.147
0.1 ,	163 ,	0.834
0.1 ,	182 ,	1.084
0.1 ,	138 ,	0.628
0.1 ,	162 ,	0.694
0.1 ,	144 ,	0.959
0.1 ,	111 ,	0.153
0.1 ,	126 ,	0.44
0.1 ,	153 ,	1.232
0.1 ,	125 ,	0.251
0.1 ,	178 ,	0.572
0.1 ,	122 ,	0.3
0.1 ,	136 ,	0.553
0.1 ,	151 ,	0.96
0.1 ,	192 ,	0.951
0.1 ,	139 ,	0.413
0.1 ,	133 ,	0.343
0.1 ,	123 ,	0.443
0.1 ,	159 ,	0.857
0.1 ,	146 ,	0.591
0.1 ,	145 ,	0.82
0.1 ,	131 ,	0.298
0.1 ,	146 ,	0.327
0.1 ,	153 ,	0.93
0.1 ,	121 ,	0.387
0.1 ,	140 ,	0.351
0.1 ,	119 ,	0.328
0.1 ,	159 ,	0.987
0.1 ,	145 ,	0.644
0.1 ,	151 ,	0.737
0.1 ,	154 ,	0.646
0.1 ,	130 ,	0.272
0.1 ,	154 ,	0.724
0.1 ,	172 ,	0.657
0.1 ,	151 ,	0.465
0.1 ,	132 ,	0.91
0.1 ,	135 ,	1.346
0.1 ,	128 ,	0.326
0.1 ,	137 ,	0.768
0.1 ,	132 ,	0.325
0.1 ,	133 ,	0.587
0.1 ,	125 ,	0.747
0.1 ,	134 ,	0.267
0.1 ,	173 ,	0.902
0.1 ,	133 ,	0.455
0.1 ,	131 ,	0.218
0.1 ,	167 ,	1.299
0.1 ,	158 ,	0.555
0.1 ,	128 ,	0.468
0.1 ,	182 ,	0.778
0.1 ,	187 ,	0.844
0.1 ,	113 ,	0.2
0.1 ,	136 ,	0.6
0.1 ,	132 ,	0.47
0.1 ,	124 ,	0.221
0.1 ,	149 ,	0.553
0.1 ,	163 ,	1.133
0.1 ,	126 ,	0.467
0.1 ,	129 ,	0.396
0.1 ,	134 ,	0.496
0.1 ,	181 ,	0.769
0.1 ,	164 ,	0.985
0.1 ,	132 ,	0.524
0.1 ,	172 ,	0.608
0.1 ,	133 ,	0.663
0.1 ,	153 ,	0.605
0.1 ,	132 ,	0.301
0.1 ,	126 ,	0.294
0.1 ,	171 ,	1.208
0.1 ,	154 ,	0.413
0.1 ,	141 ,	0.605
0.1 ,	206 ,	1.154
0.1 ,	131 ,	0.684
0.1 ,	137 ,	0.715
0.1 ,	125 ,	0.294
0.1 ,	139 ,	0.75
0.1 ,	154 ,	0.706
0.1 ,	195 ,	0.845
0.1 ,	148 ,	0.552
0.1 ,	156 ,	0.699
0.1 ,	200 ,	0.953
0.1 ,	148 ,	0.469
0.1 ,	203 ,	1.032
0.1 ,	130 ,	0.385
0.1 ,	150 ,	0.8
0.1 ,	149 ,	0.616
0.1 ,	128 ,	0.278
0.1 ,	117 ,	0.285
0.1 ,	210 ,	1.851
0.1 ,	128 ,	0.693
0.1 ,	121 ,	0.849
0.1 ,	129 ,	0.405
0.1 ,	154 ,	0.691
0.1 ,	136 ,	0.363
0.1 ,	165 ,	0.707
0.1 ,	186 ,	1.138
0.1 ,	168 ,	1.51
0.1 ,	180 ,	0.988
0.1 ,	154 ,	0.609
0.1 ,	133 ,	0.445
0.1 ,	118 ,	0.236
0.1 ,	188 ,	0.798
0.1 ,	116 ,	0.215
0.1 ,	137 ,	0.804
0.1 ,	147 ,	0.646
0.1 ,	184 ,	1.617
0.1 ,	175 ,	0.841
0.1 ,	149 ,	0.781
0.1 ,	126 ,	0.465
0.1 ,	128 ,	0.276
0.1 ,	138 ,	0.523
0.1 ,	147 ,	0.741
0.1 ,	134 ,	0.489
0.1 ,	144 ,	1.228
0.1 ,	165 ,	0.555
0.1 ,	122 ,	0.271
0.1 ,	128 ,	0.23
0.1 ,	134 ,	0.457
0.1 ,	166 ,	1.076
0.1 ,	120 ,	0.558
0.1 ,	133 ,	0.283
0.1 ,	152 ,	0.665
0.1 ,	159 ,	1.354
0.1 ,	128 ,	0.405
0.1 ,	178 ,	1.026
0.1 ,	127 ,	0.333
0.1 ,	161 ,	0.753
0.1 ,	144 ,	0.499
0.1 ,	119 ,	0.946
0.1 ,	156 ,	0.757
0.1 ,	132 ,	0.477
0.1 ,	148 ,	0.623
0.1 ,	120 ,	0.218
0.1 ,	166 ,	0.949
0.1 ,	145 ,	0.369
0.1 ,	144 ,	0.44
0.1 ,	127 ,	0.507
0.1 ,	149 ,	0.396
0.1 ,	138 ,	0.56
0.1 ,	132 ,	0.485
0.1 ,	166 ,	2.336
0.1 ,	148 ,	0.704
0.1 ,	125 ,	0.703
0.1 ,	128 ,	0.678
0.1 ,	185 ,	1.01
0.1 ,	123 ,	0.378
0.1 ,	168 ,	1.296
0.1 ,	156 ,	1.027
0.1 ,	139 ,	0.623
0.1 ,	122 ,	0.298
0.1 ,	150 ,	0.525
0.1 ,	135 ,	0.518
0.1 ,	140 ,	0.448
0.1 ,	131 ,	0.431
0.1 ,	132 ,	0.39
0.1 ,	150 ,	0.894
0.1 ,	177 ,	1.311
0.1 ,	146 ,	1.657
0.1 ,	175 ,	0.877
0.1 ,	109 ,	0.13
0.1 ,	135 ,	0.422
0.1 ,	123 ,	0.442
0.1 ,	146 ,	0.713
0.1 ,	128 ,	0.441
0.1 ,	150 ,	0.5
0.1 ,	137 ,	0.514
0.1 ,	124 ,	0.385
0.1 ,	148 ,	1.167
0.1 ,	186 ,	1.076
0.1 ,	127 ,	0.476
0.1 ,	124 ,	0.301
0.1 ,	161 ,	1.502
0.1 ,	205 ,	2.095
0.1 ,	175 ,	0.473
0.1 ,	165 ,	0.68
0.1 ,	139 ,	0.312
0.1 ,	118 ,	0.26
0.1 ,	160 ,	0.928
0.1 ,	156 ,	0.761
0.1 ,	133 ,	0.427
0.1 ,	140 ,	0.639
0.1 ,	134 ,	0.662
0.1 ,	165 ,	1.089
0.1 ,	124 ,	0.669
0.1 ,	132 ,	0.547
0.1 ,	136 ,	0.523
0.1 ,	205 ,	1.171
0.1 ,	171 ,	1.099
0.1 ,	125 ,	0.631
0.1 ,	163 ,	0.673
0.1 ,	133 ,	0.453
0.1 ,	140 ,	0.757
0.1 ,	169 ,	0.747
0.1 ,	163 ,	0.76
0.1 ,	156 ,	1.037
0.1 ,	156 ,	0.464
0.1 ,	182 ,	0.77
0.1 ,	132 ,	0.302
0.1 ,	151 ,	0.736
0.1 ,	142 ,	0.735
0.1 ,	137 ,	0.264
0.1 ,	149 ,	0.592
0.1 ,	125 ,	0.431
0.1 ,	120 ,	0.15
0.1 ,	159 ,	0.709
0.1 ,	148 ,	0.725
0.1 ,	148 ,	0.951
0.1 ,	136 ,	0.624
0.1 ,	152 ,	0.706
0.1 ,	169 ,	0.67
0.1 ,	140 ,	0.66
0.1 ,	205 ,	1.569
0.1 ,	126 ,	0.344
0.1 ,	122 ,	0.491
0.1 ,	122 ,	0.287
0.1 ,	135 ,	0.408
0.1 ,	150 ,	0.887
0.1 ,	142 ,	0.568
0.1 ,	168 ,	0.763
0.1 ,	150 ,	0.554
0.1 ,	126 ,	0.353
0.1 ,	178 ,	1.279
0.1 ,	152 ,	0.837
0.1 ,	134 ,	0.51
0.1 ,	126 ,	0.326
0.1 ,	164 ,	0.881
0.1 ,	159 ,	0.723
0.1 ,	145 ,	0.71
0.1 ,	118 ,	0.324
0.1 ,	129 ,	0.499
0.1 ,	177 ,	1.112
0.1 ,	159 ,	0.788
0.1 ,	156 ,	0.811
0.1 ,	151 ,	0.361
0.1 ,	131 ,	0.606
0.1 ,	207 ,	1.377
0.1 ,	160 ,	0.961
0.1 ,	140 ,	0.855
0.1 ,	144 ,	0.709
0.1 ,	135 ,	0.607
0.1 ,	128 ,	0.685
0.1 ,	119 ,	0.196
0.1 ,	167 ,	0.732
0.1 ,	123 ,	0.283
0.1 ,	163 ,	1.331
0.1 ,	171 ,	1.065
0.1 ,	159 ,	0.774
0.1 ,	169 ,	0.937
0.1 ,	147 ,	0.629
0.1 ,	130 ,	0.347
0.1 ,	131 ,	0.298
0.1 ,	159 ,	0.477
0.1 ,	124 ,	0.301
0.1 ,	157 ,	0.481
0.1 ,	152 ,	0.831
0.1 ,	141 ,	0.501
0.1 ,	134 ,	0.449
0.1 ,	148 ,	0.572
0.1 ,	139 ,	0.594
0.1 ,	131 ,	0.602
0.1 ,	142 ,	0.888
0.1 ,	109 ,	0.183
0.1 ,	140 ,	0.485
0.1 ,	133 ,	0.493
0.1 ,	122 ,	0.258
0.1 ,	200 ,	1.134
0.1 ,	142 ,	0.403
0.1 ,	149 ,	0.685
0.1 ,	146 ,	0.798
0.1 ,	122 ,	0.28
0.1 ,	149 ,	0.511
0.1 ,	128 ,	0.513
0.1 ,	141 ,	0.507
0.1 ,	132 ,	0.305
0.1 ,	137 ,	0.901
0.1 ,	124 ,	0.29
0.1 ,	183 ,	0.819
0.1 ,	130 ,	0.249
0.1 ,	128 ,	0.523
0.1 ,	159 ,	1.194
0.1 ,	180 ,	0.867
0.1 ,	142 ,	0.623
0.1 ,	163 ,	0.825
0.1 ,	165 ,	0.918
0.1 ,	146 ,	1.07
0.1 ,	143 ,	0.462
0.1 ,	134 ,	0.4
0.1 ,	177 ,	0.871
0.1 ,	124 ,	0.518
0.1 ,	132 ,	0.397
0.1 ,	135 ,	1.587
0.1 ,	158 ,	2.161
0.1 ,	146 ,	0.578
0.1 ,	115 ,	0.211
0.1 ,	154 ,	0.453
0.1 ,	161 ,	0.807
0.1 ,	156 ,	0.975
0.1 ,	135 ,	0.441
0.1 ,	131 ,	0.568
0.1 ,	131 ,	0.684
0.1 ,	143 ,	0.768
0.1 ,	126 ,	0.364
0.1 ,	152 ,	0.489
0.1 ,	135 ,	0.424
0.1 ,	156 ,	0.644
0.1 ,	141 ,	0.822
0.1 ,	114 ,	0.221
0.1 ,	131 ,	0.277
0.1 ,	124 ,	0.375
0.1 ,	124 ,	0.444
0.1 ,	154 ,	1.097
0.1 ,	135 ,	0.38
0.1 ,	129 ,	0.457
0.1 ,	141 ,	0.767
0.1 ,	140 ,	0.609
0.1 ,	182 ,	1.046
0.1 ,	136 ,	0.581
0.1 ,	119 ,	0.248
0.1 ,	127 ,	0.482
0.1 ,	132 ,	0.588
0.1 ,	136 ,	0.778
0.1 ,	123 ,	0.256
0.1 ,	144 ,	0.611
0.1 ,	153 ,	0.787
0.1 ,	119 ,	0.452
0.1 ,	130 ,	0.58
0.1 ,	146 ,	0.742
0.1 ,	120 ,	0.297
0.1 ,	140 ,	0.473
0.1 ,	156 ,	0.62
0.1 ,	167 ,	0.649
0.1 ,	153 ,	0.681
0.1 ,	132 ,	0.54
0.1 ,	133 ,	0.856
0.1 ,	133 ,	0.53
0.1 ,	131 ,	0.579
0.1 ,	163 ,	0.919
0.1 ,	123 ,	0.4
0.1 ,	115 ,	0.676
0.1 ,	128 ,	0.413
0.1 ,	145 ,	0.68
0.1 ,	151 ,	0.737
0.1 ,	144 ,	0.467
0.1 ,	142 ,	0.441
0.1 ,	140 ,	0.435
0.1 ,	164 ,	1.173
0.1 ,	133 ,	0.469
0.1 ,	176 ,	0.805
0.1 ,	148 ,	0.84
0.1 ,	141 ,	0.719
0.1 ,	160 ,	0.42
0.1 ,	129 ,	0.428
0.1 ,	186 ,	0.811
0.1 ,	146 ,	0.771
0.1 ,	125 ,	0.605
0.1 ,	162 ,	1.05
0.1 ,	143 ,	0.392
0.1 ,	129 ,	0.712
0.1 ,	147 ,	1.061
0.1 ,	182 ,	0.62
0.1 ,	151 ,	0.449
0.1 ,	143 ,	0.491
0.1 ,	127 ,	0.427
0.1 ,	123 ,	0.442
0.1 ,	121 ,	0.328
0.1 ,	133 ,	0.44
0.1 ,	142 ,	0.442
0.1 ,	140 ,	0.826
0.1 ,	126 ,	0.375
0.1 ,	165 ,	0.828
0.1 ,	152 ,	0.591
0.1 ,	113 ,	0.322
0.1 ,	188 ,	1.289
0.1 ,	129 ,	0.567
0.1 ,	124 ,	0.284
0.1 ,	150 ,	0.735
0.1 ,	138 ,	0.696
0.1 ,	132 ,	0.224
0.1 ,	133 ,	0.467
0.1 ,	153 ,	0.558
0.1 ,	125 ,	1.378
0.1 ,	114 ,	0.285
0.1 ,	133 ,	0.317
0.1 ,	152 ,	0.563
0.1 ,	144 ,	0.279
0.1 ,	142 ,	0.674
0.1 ,	123 ,	0.358
0.1 ,	149 ,	0.502
0.1 ,	135 ,	0.564
0.1 ,	162 ,	1.279
0.1 ,	143 ,	0.678
0.1 ,	121 ,	0.347
0.1 ,	154 ,	0.621
0.1 ,	149 ,	0.532
0.1 ,	122 ,	0.474
0.1 ,	131 ,	0.388
0.1 ,	138 ,	0.619
0.1 ,	144 ,	0.77
0.1 ,	128 ,	0.557
0.1 ,	144 ,	0.981
0.1 ,	145 ,	0.776
0.1 ,	135 ,	0.541
0.1 ,	135 ,	0.295
0.1 ,	140 ,	0.631
0.1 ,	148 ,	0.689
0.1 ,	188 ,	0.952
0.1 ,	138 ,	0.347
0.1 ,	176 ,	0.819
0.1 ,	111 ,	0.14
0.1 ,	125 ,	0.259
0.1 ,	172 ,	1.229
0.1 ,	126 ,	0.435
0.1 ,	141 ,	0.492
0.1 ,	130 ,	0.324
0.1 ,	140 ,	0.586
0.1 ,	157 ,	0.834
0.1 ,	132 ,	0.468
0.1 ,	143 ,	0.544
0.1 ,	117 ,	0.205
0.1 ,	130 ,	0.408
0.1 ,	142 ,	0.377
0.1 ,	153 ,	0.543
0.1 ,	154 ,	0.53
0.1 ,	136 ,	0.721
0.1 ,	125 ,	0.9
0.1 ,	149 ,	0.803
0.1 ,	150 ,	0.908
0.1 ,	177 ,	0.903
0.1 ,	118 ,	0.192
0.1 ,	161 ,	0.607
0.1 ,	126 ,	0.587
0.1 ,	169 ,	1.142
0.1 ,	165 ,	0.394
0.1 ,	148 ,	0.628
0.1 ,	133 ,	0.675
0.1 ,	149 ,	1.115
0.1 ,	134 ,	0.981
0.1 ,	181 ,	1.68
0.1 ,	136 ,	0.304
0.1 ,	126 ,	0.255
0.1 ,	136 ,	0.918
0.1 ,	197 ,	1.341
0.1 ,	155 ,	0.802
0.1 ,	146 ,	1.459
0.1 ,	104 ,	0.301
0.1 ,	129 ,	0.302
0.1 ,	171 ,	0.862
0.1 ,	162 ,	0.526
0.1 ,	133 ,	0.544
0.1 ,	152 ,	0.566
0.1 ,	126 ,	0.254
0.1 ,	163 ,	0.955
0.1 ,	176 ,	1.107
0.1 ,	130 ,	0.317
0.1 ,	127 ,	0.394
0.1 ,	139 ,	0.904
0.1 ,	137 ,	0.887
0.1 ,	180 ,	0.749
0.1 ,	143 ,	0.534
0.1 ,	121 ,	0.389
0.1 ,	138 ,	0.597
0.1 ,	152 ,	0.614
0.1 ,	141 ,	0.686
0.1 ,	158 ,	1.162
0.1 ,	173 ,	1.186
0.1 ,	123 ,	0.35
0.1 ,	143 ,	0.985
0.1 ,	125 ,	0.769
0.1 ,	181 ,	1.235
0.1 ,	173 ,	0.65
0.1 ,	172 ,	1.086
0.1 ,	134 ,	0.6
0.1 ,	225 ,	1.53
0.1 ,	195 ,	0.836
0.1 ,	144 ,	0.481
0.1 ,	171 ,	1.194
0.1 ,	140 ,	0.876
0.1 ,	142 ,	0.712
0.1 ,	136 ,	0.597
0.1 ,	120 ,	0.61
0.1 ,	162 ,	0.592
0.1 ,	124 ,	0.464
0.1 ,	115 ,	0.751
0.1 ,	130 ,	0.416
0.1 ,	134 ,	0.602
0.1 ,	140 ,	1.241
0.1 ,	162 ,	0.704
0.1 ,	149 ,	0.848
0.1 ,	174 ,	0.66
0.1 ,	165 ,	1.2
0.1 ,	129 ,	0.461
0.1 ,	144 ,	0.513
0.1 ,	152 ,	0.601
0.1 ,	162 ,	0.857
0.1 ,	115 ,	0.202
0.1 ,	177 ,	1.435
0.1 ,	133 ,	0.561
0.1 ,	127 ,	0.51
0.1 ,	148 ,	0.661
0.1 ,	129 ,	0.507
0.1 ,	125 ,	0.421
0.1 ,	138 ,	0.407
0.1 ,	139 ,	0.766
0.1 ,	235 ,	1.804
0.1 ,	125 ,	0.533
0.1 ,	141 ,	0.619
0.1 ,	130 ,	0.384
0.1 ,	139 ,	0.805
0.1 ,	174 ,	0.896
0.1 ,	163 ,	0.41
0.1 ,	149 ,	0.592
0.1 ,	152 ,	0.322
0.1 ,	135 ,	0.73
0.1 ,	143 ,	0.458
0.1 ,	161 ,	0.782
0.1 ,	115 ,	0.2
0.1 ,	131 ,	0.349
0.1 ,	123 ,	0.354
0.1 ,	116 ,	0.206
0.1 ,	125 ,	0.735
0.1 ,	143 ,	0.372
0.1 ,	141 ,	0.414
0.1 ,	217 ,	1.612
0.1 ,	182 ,	0.701
0.1 ,	120 ,	0.164
0.1 ,	130 ,	0.401
0.1 ,	138 ,	0.478
0.1 ,	159 ,	0.844
0.1 ,	151 ,	0.562
0.1 ,	129 ,	0.29
0.1 ,	156 ,	0.919
0.1 ,	124 ,	0.298
0.1 ,	136 ,	0.442
0.1 ,	143 ,	0.737
