Epsilon , 	 Path L ,	 Time[s]
0.5 ,	36 ,	0.242
0.5 ,	33 ,	0.199
0.5 ,	26 ,	0.167
0.5 ,	22 ,	0.064
0.5 ,	28 ,	0.154
0.5 ,	30 ,	0.109
0.5 ,	25 ,	0.075
0.5 ,	28 ,	0.102
0.5 ,	28 ,	0.179
0.5 ,	26 ,	0.108
0.5 ,	43 ,	0.31
0.5 ,	32 ,	0.197
0.5 ,	28 ,	0.144
0.5 ,	37 ,	0.546
0.5 ,	24 ,	0.074
0.5 ,	24 ,	0.216
0.5 ,	31 ,	0.16
0.5 ,	26 ,	0.097
0.5 ,	33 ,	0.534
0.5 ,	35 ,	0.226
0.5 ,	28 ,	0.207
0.5 ,	30 ,	0.166
0.5 ,	24 ,	0.287
0.5 ,	27 ,	0.137
0.5 ,	32 ,	0.258
0.5 ,	32 ,	0.172
0.5 ,	27 ,	0.103
0.5 ,	31 ,	0.249
0.5 ,	27 ,	0.077
0.5 ,	29 ,	0.176
0.5 ,	34 ,	0.361
0.5 ,	27 ,	0.181
0.5 ,	26 ,	0.084
0.5 ,	34 ,	0.429
0.5 ,	26 ,	0.102
0.5 ,	28 ,	0.146
0.5 ,	34 ,	0.227
0.5 ,	32 ,	0.273
0.5 ,	23 ,	0.099
0.5 ,	43 ,	0.556
0.5 ,	28 ,	0.116
0.5 ,	27 ,	0.117
0.5 ,	24 ,	0.158
0.5 ,	25 ,	0.082
0.5 ,	30 ,	0.154
0.5 ,	29 ,	0.229
0.5 ,	31 ,	0.16
0.5 ,	40 ,	0.377
0.5 ,	32 ,	0.144
0.5 ,	24 ,	0.088
0.5 ,	31 ,	1.206
0.5 ,	33 ,	0.18
0.5 ,	24 ,	0.09
0.5 ,	27 ,	0.117
0.5 ,	27 ,	0.092
0.5 ,	25 ,	0.132
0.5 ,	27 ,	0.173
0.5 ,	26 ,	0.231
0.5 ,	30 ,	0.229
0.5 ,	31 ,	0.281
0.5 ,	31 ,	0.161
0.5 ,	26 ,	0.206
0.5 ,	30 ,	0.181
0.5 ,	30 ,	0.269
0.5 ,	38 ,	0.207
0.5 ,	30 ,	0.125
0.5 ,	34 ,	0.274
0.5 ,	30 ,	0.178
0.5 ,	23 ,	0.087
0.5 ,	36 ,	0.187
0.5 ,	27 ,	0.303
0.5 ,	28 ,	0.349
0.5 ,	25 ,	0.094
0.5 ,	36 ,	0.26
0.5 ,	24 ,	0.111
0.5 ,	29 ,	0.162
0.5 ,	31 ,	0.327
0.5 ,	25 ,	0.099
0.5 ,	35 ,	0.182
0.5 ,	28 ,	0.128
0.5 ,	27 ,	0.227
0.5 ,	26 ,	0.21
0.5 ,	26 ,	0.116
0.5 ,	34 ,	0.185
0.5 ,	31 ,	0.194
0.5 ,	32 ,	0.26
0.5 ,	33 ,	0.52
0.5 ,	25 ,	0.167
0.5 ,	28 ,	0.155
0.5 ,	27 ,	0.119
0.5 ,	23 ,	0.058
0.5 ,	28 ,	0.198
0.5 ,	23 ,	0.053
0.5 ,	29 ,	0.206
0.5 ,	30 ,	0.153
0.5 ,	25 ,	0.117
0.5 ,	25 ,	0.094
0.5 ,	31 ,	0.145
0.5 ,	32 ,	0.125
0.5 ,	24 ,	0.121
0.5 ,	25 ,	0.076
0.5 ,	33 ,	0.174
0.5 ,	34 ,	0.225
0.5 ,	26 ,	0.121
0.5 ,	32 ,	0.294
0.5 ,	23 ,	0.083
0.5 ,	24 ,	0.098
0.5 ,	29 ,	0.139
0.5 ,	30 ,	0.329
0.5 ,	25 ,	0.147
0.5 ,	30 ,	0.215
0.5 ,	28 ,	0.093
0.5 ,	28 ,	0.14
0.5 ,	30 ,	0.466
0.5 ,	25 ,	0.106
0.5 ,	22 ,	0.244
0.5 ,	33 ,	0.21
0.5 ,	35 ,	0.212
0.5 ,	27 ,	0.185
0.5 ,	29 ,	0.121
0.5 ,	28 ,	0.196
0.5 ,	31 ,	0.158
0.5 ,	27 ,	0.189
0.5 ,	23 ,	0.104
0.5 ,	31 ,	0.321
0.5 ,	26 ,	0.16
0.5 ,	29 ,	0.244
0.5 ,	30 ,	0.182
0.5 ,	30 ,	0.19
0.5 ,	25 ,	0.182
0.5 ,	24 ,	0.109
0.5 ,	29 ,	1.009
0.5 ,	27 ,	0.138
0.5 ,	36 ,	0.214
0.5 ,	28 ,	0.091
0.5 ,	21 ,	0.077
0.5 ,	25 ,	0.135
0.5 ,	27 ,	0.069
0.5 ,	27 ,	0.2
0.5 ,	35 ,	0.179
0.5 ,	30 ,	0.281
0.5 ,	27 ,	0.122
0.5 ,	23 ,	0.062
0.5 ,	32 ,	0.206
0.5 ,	26 ,	0.538
0.5 ,	32 ,	0.199
0.5 ,	26 ,	0.087
0.5 ,	27 ,	0.104
0.5 ,	34 ,	0.503
0.5 ,	34 ,	0.215
0.5 ,	26 ,	0.147
0.5 ,	26 ,	0.073
0.5 ,	28 ,	0.14
0.5 ,	30 ,	0.12
0.5 ,	30 ,	0.203
0.5 ,	23 ,	0.089
0.5 ,	33 ,	0.213
0.5 ,	23 ,	0.098
0.5 ,	34 ,	0.167
0.5 ,	32 ,	0.222
0.5 ,	24 ,	0.083
0.5 ,	29 ,	0.405
0.5 ,	34 ,	0.18
0.5 ,	26 ,	0.208
0.5 ,	24 ,	0.101
0.5 ,	33 ,	0.174
0.5 ,	31 ,	0.234
0.5 ,	24 ,	0.085
0.5 ,	31 ,	0.187
0.5 ,	25 ,	0.075
0.5 ,	29 ,	0.209
0.5 ,	33 ,	0.155
0.5 ,	35 ,	0.154
0.5 ,	27 ,	0.128
0.5 ,	38 ,	0.263
0.5 ,	27 ,	0.069
0.5 ,	24 ,	0.086
0.5 ,	39 ,	0.268
0.5 ,	25 ,	0.127
0.5 ,	29 ,	0.125
0.5 ,	27 ,	0.248
0.5 ,	23 ,	0.104
0.5 ,	32 ,	0.227
0.5 ,	34 ,	0.281
0.5 ,	26 ,	0.118
0.5 ,	27 ,	0.176
0.5 ,	43 ,	0.291
0.5 ,	28 ,	0.083
0.5 ,	31 ,	0.289
0.5 ,	26 ,	0.202
0.5 ,	31 ,	0.32
0.5 ,	31 ,	0.141
0.5 ,	26 ,	0.103
0.5 ,	27 ,	0.126
0.5 ,	28 ,	0.171
0.5 ,	32 ,	0.167
0.5 ,	29 ,	0.17
0.5 ,	25 ,	0.081
0.5 ,	23 ,	0.057
0.5 ,	30 ,	0.112
0.5 ,	33 ,	0.257
0.5 ,	37 ,	0.289
0.5 ,	30 ,	0.125
0.5 ,	26 ,	0.097
0.5 ,	28 ,	0.51
0.5 ,	22 ,	0.061
0.5 ,	30 ,	0.156
0.5 ,	26 ,	0.101
0.5 ,	30 ,	0.258
0.5 ,	24 ,	0.093
0.5 ,	44 ,	0.416
0.5 ,	24 ,	0.317
0.5 ,	26 ,	0.117
0.5 ,	32 ,	0.152
0.5 ,	34 ,	0.281
0.5 ,	31 ,	0.195
0.5 ,	31 ,	0.096
0.5 ,	28 ,	0.121
0.5 ,	40 ,	0.308
0.5 ,	27 ,	0.079
0.5 ,	39 ,	0.18
0.5 ,	30 ,	0.254
0.5 ,	26 ,	0.235
0.5 ,	27 ,	0.137
0.5 ,	30 ,	0.22
0.5 ,	25 ,	0.063
0.5 ,	34 ,	0.265
0.5 ,	32 ,	0.287
0.5 ,	27 ,	0.199
0.5 ,	27 ,	0.119
0.5 ,	27 ,	0.143
0.5 ,	29 ,	0.226
0.5 ,	24 ,	0.083
0.5 ,	23 ,	0.072
0.5 ,	27 ,	0.085
0.5 ,	26 ,	0.112
0.5 ,	28 ,	0.124
0.5 ,	22 ,	0.138
0.5 ,	30 ,	0.227
0.5 ,	34 ,	0.614
0.5 ,	43 ,	1.21
0.5 ,	26 ,	0.118
0.5 ,	22 ,	0.145
0.5 ,	29 ,	0.112
0.5 ,	24 ,	0.131
0.5 ,	24 ,	0.088
0.5 ,	28 ,	0.426
0.5 ,	25 ,	0.108
0.5 ,	31 ,	0.121
0.5 ,	30 ,	0.16
0.5 ,	23 ,	0.099
0.5 ,	25 ,	0.151
0.5 ,	31 ,	0.121
0.5 ,	27 ,	0.253
0.5 ,	27 ,	0.123
0.5 ,	32 ,	0.214
0.5 ,	21 ,	0.073
0.5 ,	25 ,	0.257
0.5 ,	26 ,	0.08
0.5 ,	24 ,	0.072
0.5 ,	35 ,	0.22
0.5 ,	27 ,	0.111
0.5 ,	22 ,	0.084
0.5 ,	43 ,	0.417
0.5 ,	23 ,	0.094
0.5 ,	31 ,	0.166
0.5 ,	24 ,	0.125
0.5 ,	30 ,	0.146
0.5 ,	25 ,	0.111
0.5 ,	26 ,	0.118
0.5 ,	29 ,	0.166
0.5 ,	27 ,	0.117
0.5 ,	36 ,	0.174
0.5 ,	31 ,	0.173
0.5 ,	39 ,	1.553
0.5 ,	22 ,	0.116
0.5 ,	30 ,	0.13
0.5 ,	30 ,	0.123
0.5 ,	26 ,	0.162
0.5 ,	30 ,	0.244
0.5 ,	29 ,	0.173
0.5 ,	33 ,	0.16
0.5 ,	34 ,	0.254
0.5 ,	27 ,	0.167
0.5 ,	32 ,	0.137
0.5 ,	30 ,	0.134
0.5 ,	35 ,	0.268
0.5 ,	30 ,	0.504
0.5 ,	20 ,	0.047
0.5 ,	28 ,	0.197
0.5 ,	32 ,	0.24
0.5 ,	25 ,	0.099
0.5 ,	26 ,	0.165
0.5 ,	33 ,	0.165
0.5 ,	27 ,	0.241
0.5 ,	34 ,	0.264
0.5 ,	23 ,	0.064
0.5 ,	27 ,	0.189
0.5 ,	23 ,	0.073
0.5 ,	24 ,	0.076
0.5 ,	31 ,	0.246
0.5 ,	35 ,	0.264
0.5 ,	27 ,	0.17
0.5 ,	25 ,	0.103
0.5 ,	29 ,	0.332
0.5 ,	24 ,	0.087
0.5 ,	40 ,	0.349
0.5 ,	25 ,	0.109
0.5 ,	23 ,	0.072
0.5 ,	28 ,	0.092
0.5 ,	27 ,	0.132
0.5 ,	29 ,	0.126
0.5 ,	24 ,	0.071
0.5 ,	25 ,	0.125
0.5 ,	29 ,	0.237
0.5 ,	34 ,	0.335
0.5 ,	35 ,	0.149
0.5 ,	32 ,	0.205
0.5 ,	24 ,	0.076
0.5 ,	29 ,	0.265
0.5 ,	28 ,	0.214
0.5 ,	26 ,	0.138
0.5 ,	25 ,	0.126
0.5 ,	21 ,	0.079
0.5 ,	35 ,	0.161
0.5 ,	25 ,	0.147
0.5 ,	33 ,	0.431
0.5 ,	34 ,	0.142
0.5 ,	26 ,	0.154
0.5 ,	27 ,	0.082
0.5 ,	26 ,	0.094
0.5 ,	24 ,	0.081
0.5 ,	31 ,	0.116
0.5 ,	32 ,	0.166
0.5 ,	29 ,	0.242
0.5 ,	26 ,	0.088
0.5 ,	29 ,	0.229
0.5 ,	29 ,	0.306
0.5 ,	26 ,	0.195
0.5 ,	28 ,	0.368
0.5 ,	24 ,	0.17
0.5 ,	25 ,	0.128
0.5 ,	30 ,	0.154
0.5 ,	31 ,	0.155
0.5 ,	33 ,	0.533
0.5 ,	27 ,	0.17
0.5 ,	32 ,	0.203
0.5 ,	30 ,	0.207
0.5 ,	29 ,	0.209
0.5 ,	21 ,	0.05
0.5 ,	29 ,	0.293
0.5 ,	31 ,	0.237
0.5 ,	26 ,	0.17
0.5 ,	35 ,	0.291
0.5 ,	36 ,	0.272
0.5 ,	27 ,	0.102
0.5 ,	30 ,	0.2
0.5 ,	27 ,	0.097
0.5 ,	26 ,	0.277
0.5 ,	24 ,	0.08
0.5 ,	32 ,	0.234
0.5 ,	26 ,	0.54
0.5 ,	29 ,	0.218
0.5 ,	31 ,	0.244
0.5 ,	28 ,	0.163
0.5 ,	32 ,	0.141
0.5 ,	27 ,	0.106
0.5 ,	27 ,	0.129
0.5 ,	29 ,	0.365
0.5 ,	32 ,	0.2
0.5 ,	28 ,	0.159
0.5 ,	26 ,	0.276
0.5 ,	25 ,	0.119
0.5 ,	27 ,	0.109
0.5 ,	31 ,	0.258
0.5 ,	27 ,	0.125
0.5 ,	31 ,	0.216
0.5 ,	24 ,	0.064
0.5 ,	28 ,	0.236
0.5 ,	38 ,	0.429
0.5 ,	25 ,	0.083
0.5 ,	30 ,	0.215
0.5 ,	29 ,	0.123
0.5 ,	31 ,	0.104
0.5 ,	28 ,	0.143
0.5 ,	30 ,	0.236
0.5 ,	31 ,	0.303
0.5 ,	29 ,	0.122
0.5 ,	34 ,	0.193
0.5 ,	24 ,	0.101
0.5 ,	26 ,	0.105
0.5 ,	34 ,	0.297
0.5 ,	28 ,	0.148
0.5 ,	29 ,	0.137
0.5 ,	27 ,	0.139
0.5 ,	24 ,	0.108
0.5 ,	25 ,	0.066
0.5 ,	24 ,	0.181
0.5 ,	31 ,	0.158
0.5 ,	24 ,	0.073
0.5 ,	26 ,	0.173
0.5 ,	32 ,	0.21
0.5 ,	24 ,	0.151
0.5 ,	24 ,	0.203
0.5 ,	30 ,	0.361
0.5 ,	26 ,	0.129
0.5 ,	25 ,	0.092
0.5 ,	25 ,	0.125
0.5 ,	24 ,	0.08
0.5 ,	31 ,	0.22
0.5 ,	40 ,	0.324
0.5 ,	21 ,	0.092
0.5 ,	27 ,	0.141
0.5 ,	27 ,	0.153
0.5 ,	25 ,	0.075
0.5 ,	26 ,	0.366
0.5 ,	24 ,	0.138
0.5 ,	29 ,	0.131
0.5 ,	26 ,	0.101
0.5 ,	33 ,	0.283
0.5 ,	29 ,	0.178
0.5 ,	30 ,	0.346
0.5 ,	25 ,	0.092
0.5 ,	27 ,	0.253
0.5 ,	26 ,	0.178
0.5 ,	28 ,	0.092
0.5 ,	31 ,	0.277
0.5 ,	27 ,	0.205
0.5 ,	32 ,	0.453
0.5 ,	36 ,	0.303
0.5 ,	26 ,	0.274
0.5 ,	26 ,	0.218
0.5 ,	29 ,	0.147
0.5 ,	27 ,	0.082
0.5 ,	29 ,	0.142
0.5 ,	28 ,	0.134
0.5 ,	32 ,	0.623
0.5 ,	25 ,	0.093
0.5 ,	30 ,	0.273
0.5 ,	52 ,	1.066
0.5 ,	30 ,	0.564
0.5 ,	32 ,	0.191
0.5 ,	24 ,	0.164
0.5 ,	31 ,	0.176
0.5 ,	28 ,	0.211
0.5 ,	25 ,	0.123
0.5 ,	36 ,	0.373
0.5 ,	29 ,	0.174
0.5 ,	30 ,	0.353
0.5 ,	30 ,	0.186
0.5 ,	37 ,	0.216
0.5 ,	37 ,	0.201
0.5 ,	32 ,	0.28
0.5 ,	30 ,	0.304
0.5 ,	28 ,	0.188
0.5 ,	28 ,	0.213
0.5 ,	29 ,	0.144
0.5 ,	25 ,	0.157
0.5 ,	24 ,	0.1
0.5 ,	31 ,	0.134
0.5 ,	28 ,	0.15
0.5 ,	31 ,	0.268
0.5 ,	29 ,	0.282
0.5 ,	31 ,	0.124
0.5 ,	27 ,	0.091
0.5 ,	36 ,	0.401
0.5 ,	30 ,	0.187
0.5 ,	23 ,	0.097
0.5 ,	33 ,	0.304
0.5 ,	25 ,	0.196
0.5 ,	36 ,	0.208
0.5 ,	23 ,	0.099
0.5 ,	34 ,	0.486
0.5 ,	25 ,	0.108
0.5 ,	26 ,	0.123
0.5 ,	28 ,	0.101
0.5 ,	24 ,	0.102
0.5 ,	51 ,	0.533
0.5 ,	33 ,	0.24
0.5 ,	22 ,	0.048
0.5 ,	24 ,	0.151
0.5 ,	35 ,	0.314
0.5 ,	27 ,	0.118
0.5 ,	23 ,	0.099
0.5 ,	31 ,	0.227
0.5 ,	31 ,	0.166
0.5 ,	31 ,	0.228
0.5 ,	26 ,	0.105
0.5 ,	32 ,	0.279
0.5 ,	26 ,	0.131
0.5 ,	42 ,	0.281
0.5 ,	24 ,	0.114
0.5 ,	22 ,	0.088
0.5 ,	24 ,	0.167
0.5 ,	24 ,	0.108
0.5 ,	32 ,	0.116
0.5 ,	26 ,	0.174
0.5 ,	32 ,	0.228
0.5 ,	29 ,	0.115
0.5 ,	24 ,	0.07
0.5 ,	29 ,	0.071
0.5 ,	32 ,	0.213
0.5 ,	27 ,	0.124
0.5 ,	25 ,	0.106
0.5 ,	22 ,	0.048
0.5 ,	41 ,	0.353
0.5 ,	30 ,	0.234
0.5 ,	26 ,	0.12
0.5 ,	30 ,	0.552
0.5 ,	28 ,	0.299
0.5 ,	28 ,	0.17
0.5 ,	29 ,	0.1
0.5 ,	42 ,	0.276
0.5 ,	24 ,	0.07
0.5 ,	25 ,	0.169
0.5 ,	25 ,	0.103
0.5 ,	36 ,	0.343
0.5 ,	29 ,	0.648
0.5 ,	22 ,	0.065
0.5 ,	30 ,	0.244
0.5 ,	28 ,	0.253
0.5 ,	30 ,	0.163
0.5 ,	23 ,	0.212
0.5 ,	28 ,	0.168
0.5 ,	34 ,	0.191
0.5 ,	38 ,	0.408
0.5 ,	26 ,	0.105
0.5 ,	32 ,	0.296
0.5 ,	34 ,	0.181
0.5 ,	38 ,	0.175
0.5 ,	30 ,	0.208
0.5 ,	26 ,	0.121
0.5 ,	34 ,	0.2
0.5 ,	23 ,	0.085
0.5 ,	27 ,	0.424
0.5 ,	31 ,	0.128
0.5 ,	41 ,	0.317
0.5 ,	26 ,	0.184
0.5 ,	35 ,	0.298
0.5 ,	30 ,	0.101
0.5 ,	36 ,	0.298
0.5 ,	24 ,	0.093
0.5 ,	28 ,	0.238
0.5 ,	27 ,	0.523
0.5 ,	26 ,	0.143
0.5 ,	30 ,	0.183
0.5 ,	31 ,	0.209
0.5 ,	30 ,	0.245
0.5 ,	28 ,	0.286
0.5 ,	28 ,	0.219
0.5 ,	34 ,	0.26
0.5 ,	39 ,	0.284
0.5 ,	29 ,	0.176
0.5 ,	27 ,	0.229
0.5 ,	34 ,	0.176
0.5 ,	31 ,	0.175
0.5 ,	30 ,	0.265
0.5 ,	27 ,	0.176
0.5 ,	27 ,	0.109
0.5 ,	31 ,	0.249
0.5 ,	31 ,	0.147
0.5 ,	30 ,	0.298
0.5 ,	39 ,	0.669
0.5 ,	25 ,	0.172
0.5 ,	25 ,	0.228
0.5 ,	25 ,	0.286
0.5 ,	29 ,	0.151
0.5 ,	40 ,	0.536
0.5 ,	25 ,	0.251
0.5 ,	27 ,	0.169
0.5 ,	27 ,	0.175
0.5 ,	26 ,	0.085
0.5 ,	28 ,	0.121
0.5 ,	27 ,	0.182
0.5 ,	24 ,	0.099
0.5 ,	28 ,	0.103
0.5 ,	23 ,	0.4
0.5 ,	26 ,	0.103
0.5 ,	27 ,	0.087
0.5 ,	27 ,	0.255
0.5 ,	28 ,	0.143
0.5 ,	31 ,	0.148
0.5 ,	24 ,	0.077
0.5 ,	32 ,	0.23
0.5 ,	24 ,	0.073
0.5 ,	28 ,	0.171
0.5 ,	29 ,	0.111
0.5 ,	31 ,	0.234
0.5 ,	24 ,	0.075
0.5 ,	42 ,	0.53
0.5 ,	28 ,	0.189
0.5 ,	29 ,	0.422
0.5 ,	27 ,	0.109
0.5 ,	23 ,	0.077
0.5 ,	25 ,	0.154
0.5 ,	28 ,	0.141
0.5 ,	21 ,	0.07
0.5 ,	28 ,	0.158
0.5 ,	26 ,	0.173
0.5 ,	24 ,	0.147
0.5 ,	33 ,	0.169
0.5 ,	36 ,	0.239
0.5 ,	23 ,	0.132
0.5 ,	24 ,	0.127
0.5 ,	26 ,	0.108
0.5 ,	24 ,	0.373
0.5 ,	25 ,	0.086
0.5 ,	26 ,	0.081
0.5 ,	33 ,	0.298
0.5 ,	38 ,	0.29
0.5 ,	30 ,	0.135
0.5 ,	28 ,	0.085
0.5 ,	24 ,	0.097
0.5 ,	25 ,	0.074
0.5 ,	30 ,	0.129
0.5 ,	30 ,	0.294
0.5 ,	24 ,	0.074
0.5 ,	24 ,	0.084
0.5 ,	27 ,	0.109
0.5 ,	29 ,	0.137
0.5 ,	26 ,	0.132
0.5 ,	34 ,	0.202
0.5 ,	27 ,	0.099
0.5 ,	29 ,	0.129
0.5 ,	27 ,	0.196
0.5 ,	34 ,	0.226
0.5 ,	39 ,	0.276
0.5 ,	29 ,	0.221
0.5 ,	37 ,	0.148
0.5 ,	38 ,	0.245
0.5 ,	30 ,	0.31
0.5 ,	28 ,	0.113
0.5 ,	26 ,	0.085
0.5 ,	28 ,	0.135
0.5 ,	27 ,	0.109
0.5 ,	28 ,	0.161
0.5 ,	27 ,	0.086
0.5 ,	38 ,	0.186
0.5 ,	28 ,	0.141
0.5 ,	33 ,	0.264
0.5 ,	27 ,	0.173
0.5 ,	26 ,	0.15
0.5 ,	29 ,	0.38
0.5 ,	29 ,	0.152
0.5 ,	31 ,	0.295
0.5 ,	25 ,	0.076
0.5 ,	34 ,	0.332
0.5 ,	27 ,	0.129
0.5 ,	25 ,	0.078
0.5 ,	28 ,	0.107
0.5 ,	31 ,	0.167
0.5 ,	34 ,	0.198
0.5 ,	29 ,	0.165
0.5 ,	29 ,	0.126
0.5 ,	38 ,	0.242
0.5 ,	32 ,	0.16
0.5 ,	31 ,	0.275
0.5 ,	31 ,	0.143
0.5 ,	23 ,	0.062
0.5 ,	28 ,	0.118
0.5 ,	30 ,	0.133
0.5 ,	26 ,	0.075
0.5 ,	45 ,	0.361
0.5 ,	24 ,	0.088
0.5 ,	24 ,	0.126
0.5 ,	23 ,	0.071
0.5 ,	28 ,	0.142
0.5 ,	28 ,	0.14
0.5 ,	26 ,	0.073
0.5 ,	34 ,	0.162
0.5 ,	26 ,	0.104
0.5 ,	28 ,	0.203
0.5 ,	26 ,	0.116
0.5 ,	24 ,	0.074
0.5 ,	28 ,	0.158
0.5 ,	26 ,	0.15
0.5 ,	26 ,	0.14
0.5 ,	28 ,	0.156
0.5 ,	25 ,	0.069
0.5 ,	31 ,	0.115
0.5 ,	28 ,	0.132
0.5 ,	30 ,	0.161
0.5 ,	25 ,	0.12
0.5 ,	31 ,	0.252
0.5 ,	28 ,	0.251
0.5 ,	39 ,	0.246
0.5 ,	32 ,	0.273
0.5 ,	29 ,	0.125
0.5 ,	25 ,	0.124
0.5 ,	26 ,	0.121
0.5 ,	28 ,	0.204
0.5 ,	24 ,	0.082
0.5 ,	34 ,	0.31
0.5 ,	22 ,	0.083
0.5 ,	24 ,	0.077
0.5 ,	29 ,	0.157
0.5 ,	32 ,	0.262
0.5 ,	32 ,	0.123
0.5 ,	37 ,	0.162
0.5 ,	25 ,	0.068
0.5 ,	27 ,	0.102
0.5 ,	30 ,	0.248
0.5 ,	31 ,	0.125
0.5 ,	27 ,	0.141
0.5 ,	25 ,	0.226
0.5 ,	31 ,	0.166
0.5 ,	27 ,	0.086
0.5 ,	28 ,	0.581
0.5 ,	22 ,	0.079
0.5 ,	30 ,	0.122
0.5 ,	38 ,	0.205
0.5 ,	34 ,	0.426
0.5 ,	33 ,	0.298
0.5 ,	31 ,	0.194
0.5 ,	24 ,	0.072
0.5 ,	24 ,	0.077
0.5 ,	27 ,	0.129
0.5 ,	31 ,	0.16
0.5 ,	28 ,	0.128
0.5 ,	28 ,	0.117
0.5 ,	29 ,	0.136
0.5 ,	33 ,	0.125
0.5 ,	33 ,	0.401
0.5 ,	40 ,	0.492
0.5 ,	27 ,	0.131
0.5 ,	31 ,	0.212
0.5 ,	35 ,	0.288
0.5 ,	35 ,	0.217
0.5 ,	31 ,	0.089
0.5 ,	29 ,	0.135
0.5 ,	23 ,	0.085
0.5 ,	32 ,	0.127
0.5 ,	24 ,	0.074
0.5 ,	29 ,	0.156
0.5 ,	26 ,	0.165
0.5 ,	36 ,	0.296
0.5 ,	30 ,	0.129
0.5 ,	29 ,	0.325
0.5 ,	26 ,	0.195
0.5 ,	34 ,	0.169
0.5 ,	34 ,	0.198
0.5 ,	23 ,	0.088
0.5 ,	24 ,	0.076
0.5 ,	24 ,	0.051
0.5 ,	31 ,	0.159
0.5 ,	38 ,	0.536
0.5 ,	23 ,	0.103
0.5 ,	25 ,	0.14
0.5 ,	23 ,	0.115
0.5 ,	37 ,	0.247
0.5 ,	32 ,	0.202
0.5 ,	31 ,	0.12
0.5 ,	29 ,	0.191
0.5 ,	27 ,	0.137
0.5 ,	30 ,	0.328
0.5 ,	30 ,	0.161
0.5 ,	23 ,	0.065
0.5 ,	28 ,	0.177
0.5 ,	28 ,	0.325
0.5 ,	32 ,	0.415
0.5 ,	24 ,	0.073
0.5 ,	27 ,	0.121
0.5 ,	27 ,	0.187
0.5 ,	41 ,	0.732
0.5 ,	37 ,	0.313
0.5 ,	23 ,	0.167
0.5 ,	27 ,	0.129
0.5 ,	24 ,	0.133
0.5 ,	31 ,	0.227
0.5 ,	25 ,	0.085
0.5 ,	32 ,	0.15
0.5 ,	34 ,	0.266
0.5 ,	24 ,	0.066
0.5 ,	29 ,	0.132
0.5 ,	29 ,	0.107
0.5 ,	25 ,	0.217
0.5 ,	34 ,	0.389
0.5 ,	24 ,	0.096
0.5 ,	28 ,	0.135
0.5 ,	25 ,	0.076
0.5 ,	29 ,	0.206
0.5 ,	33 ,	0.597
0.5 ,	25 ,	0.119
0.5 ,	32 ,	0.146
0.5 ,	29 ,	0.12
0.5 ,	40 ,	0.413
0.5 ,	33 ,	0.221
0.5 ,	23 ,	0.081
0.5 ,	32 ,	0.203
0.5 ,	31 ,	0.194
0.5 ,	31 ,	0.502
0.5 ,	27 ,	0.109
0.5 ,	32 ,	0.184
0.5 ,	29 ,	0.201
0.5 ,	33 ,	0.324
0.5 ,	26 ,	0.146
0.5 ,	29 ,	0.228
0.5 ,	29 ,	0.125
0.5 ,	27 ,	0.106
0.5 ,	30 ,	0.321
0.5 ,	24 ,	0.075
0.5 ,	25 ,	0.084
0.5 ,	35 ,	0.415
0.5 ,	26 ,	0.196
0.5 ,	25 ,	0.125
0.5 ,	28 ,	0.354
0.5 ,	37 ,	0.22
0.5 ,	26 ,	0.649
0.5 ,	25 ,	0.151
0.5 ,	32 ,	0.136
0.5 ,	28 ,	0.189
0.5 ,	28 ,	0.104
0.5 ,	24 ,	0.074
0.5 ,	35 ,	0.355
0.5 ,	28 ,	0.128
0.5 ,	31 ,	0.191
0.5 ,	26 ,	0.103
0.5 ,	26 ,	0.215
0.5 ,	25 ,	0.106
0.5 ,	32 ,	0.197
0.5 ,	27 ,	0.283
0.5 ,	27 ,	0.123
0.5 ,	31 ,	0.256
0.5 ,	26 ,	0.079
0.5 ,	24 ,	0.096
0.5 ,	29 ,	0.148
0.5 ,	31 ,	0.11
0.5 ,	31 ,	0.456
0.8 ,	17 ,	0.084
0.8 ,	29 ,	0.448
0.8 ,	21 ,	0.098
0.8 ,	15 ,	0.14
0.8 ,	16 ,	0.085
0.8 ,	19 ,	0.148
0.8 ,	20 ,	0.67
0.8 ,	19 ,	0.084
0.8 ,	24 ,	0.228
0.8 ,	16 ,	0.087
0.8 ,	16 ,	0.059
0.8 ,	21 ,	0.272
0.8 ,	15 ,	0.068
0.8 ,	21 ,	0.123
0.8 ,	17 ,	0.083
0.8 ,	20 ,	0.202
0.8 ,	19 ,	0.183
0.8 ,	18 ,	0.141
0.8 ,	18 ,	0.127
0.8 ,	16 ,	0.107
0.8 ,	15 ,	0.063
0.8 ,	19 ,	0.088
0.8 ,	15 ,	0.075
0.8 ,	22 ,	0.244
0.8 ,	19 ,	0.191
0.8 ,	18 ,	0.141
0.8 ,	17 ,	0.066
0.8 ,	25 ,	0.207
0.8 ,	14 ,	0.09
0.8 ,	16 ,	0.118
0.8 ,	15 ,	0.165
0.8 ,	19 ,	0.115
0.8 ,	23 ,	0.253
0.8 ,	34 ,	0.495
0.8 ,	21 ,	0.2
0.8 ,	18 ,	0.341
0.8 ,	21 ,	0.27
0.8 ,	21 ,	0.174
0.8 ,	18 ,	0.164
0.8 ,	19 ,	0.103
0.8 ,	17 ,	0.123
0.8 ,	19 ,	0.196
0.8 ,	14 ,	0.04
0.8 ,	22 ,	0.095
0.8 ,	16 ,	0.119
